Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Nb_achats_total,Depense_totale,Recence_jours,Tenure_jours,Nb_categories_achetees,R_score,F_score,M_score,RFM_score
1291,1978,PhD,Together,27683.0,1,0,2012-04-08,90,152.0,9.0,121.0,12.0,12.0,45.0,4,6,2,4,8,0,0,0,0,0,0,3.0,11.0,0,12,351.0,90,4939.0,6,1,3,3,133
6862,1971,Graduation,Divorced,1730.0,0,0,,65,1.0,1.0,3.0,1.0,1.0,1.0,15,0,0,0,20,0,0,0,0,0,0,3.0,11.0,0,0,8.0,65,,6,2,1,1,211
4136,1992,Basic,Single,7500.0,1,0,2012-03-12,63,10.0,17.0,18.0,8.0,26.0,40.0,4,3,2,2,9,0,0,0,0,0,0,3.0,11.0,0,7,119.0,63,4966.0,6,2,2,2,222
803,1968,Graduation,Together,40521.0,1,1,2013-05-04,82,12.0,0.0,5.0,0.0,0.0,4.0,1,0,1,2,5,0,0,0,0,0,0,3.0,11.0,0,3,21.0,82,4548.0,3,1,1,1,111
4298,1973,PhD,Together,20427.0,1,0,,63,5.0,0.0,4.0,0.0,0.0,1.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,3,10.0,63,,3,2,1,1,211
10833,1975,Graduation,Married,65106.0,0,1,,55,790.0,19.0,133.0,12.0,0.0,19.0,3,8,3,13,6,0,1,0,0,0,0,3.0,11.0,0,24,973.0,55,,5,3,5,4,354
9606,1965,PhD,Married,69969.0,0,0,,64,882.0,29.0,514.0,38.0,29.0,44.0,1,4,2,6,3,0,0,1,1,0,0,3.0,11.0,1,12,1536.0,64,,6,2,3,5,235
8534,1952,Graduation,Married,67433.0,0,2,,51,615.0,28.0,259.0,12.0,48.0,30.0,4,6,5,13,4,0,1,0,0,0,0,3.0,11.0,0,24,992.0,51,,6,3,5,4,354
5153,1967,PhD,Married,77766.0,0,1,,97,1004.0,59.0,265.0,115.0,59.0,27.0,2,11,10,11,6,1,0,0,0,0,0,3.0,11.0,1,32,1529.0,97,,6,1,5,5,155
961,1972,Graduation,Married,74716.0,0,1,2013-12-09,92,133.0,27.0,421.0,13.0,195.0,71.0,2,7,3,5,4,0,0,0,0,0,0,3.0,11.0,0,15,860.0,92,4329.0,6,1,4,4,144
5011,1963,Graduation,Divorced,68118.0,0,1,,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,0,0,0,0,0,0,3.0,11.0,0,21,928.0,51,,6,3,5,4,354
6653,1970,PhD,Married,55158.0,1,1,,72,293.0,0.0,87.0,4.0,11.0,23.0,4,7,2,5,7,0,0,0,0,0,0,3.0,11.0,1,14,418.0,72,,5,2,3,3,233
9094,1955,2n Cycle,Married,62972.0,0,1,2012-03-08,39,313.0,15.0,47.0,20.0,0.0,192.0,2,7,4,3,6,0,0,0,0,0,0,3.0,11.0,1,14,587.0,39,4970.0,5,4,3,3,433
810,1975,Graduation,Married,74190.0,0,1,2014-12-05,49,151.0,81.0,86.0,168.0,91.0,64.0,2,4,2,11,2,0,0,0,0,0,0,3.0,11.0,0,17,641.0,49,3968.0,6,3,4,4,344
5493,1976,Graduation,Married,39356.0,1,1,,21,15.0,0.0,2.0,0.0,0.0,6.0,1,1,0,2,6,1,0,0,0,0,0,3.0,11.0,0,3,23.0,21,,3,4,1,1,411
2147,1969,Graduation,Together,76653.0,0,0,,91,736.0,63.0,946.0,219.0,189.0,126.0,1,4,7,11,2,0,0,1,1,0,0,3.0,11.0,0,22,2279.0,91,,6,1,5,5,155
5107,1973,PhD,Divorced,35860.0,1,1,,37,15.0,0.0,8.0,4.0,2.0,20.0,2,1,1,2,5,1,0,0,0,0,0,3.0,11.0,0,4,49.0,37,,5,4,1,1,411
3979,1983,PhD,Divorced,90687.0,0,0,,98,982.0,17.0,672.0,23.0,34.0,51.0,1,6,2,8,2,0,0,1,0,0,0,3.0,11.0,1,16,1779.0,98,,6,1,4,5,145
6049,1982,Master,Together,73450.0,0,0,2013-05-12,85,1142.0,51.0,415.0,90.0,69.0,37.0,1,7,8,11,3,1,0,0,1,0,0,3.0,11.0,0,26,1804.0,85,4540.0,6,1,5,5,155
8147,1960,Graduation,Married,31454.0,1,1,2013-06-07,40,28.0,0.0,11.0,0.0,0.0,9.0,3,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,5,48.0,40,4514.0,3,3,2,1,321
1857,1952,Graduation,Single,47139.0,1,1,2014-06-03,2,46.0,0.0,12.0,0.0,2.0,23.0,2,2,1,2,7,0,0,0,0,0,0,3.0,11.0,1,5,83.0,2,4153.0,4,5,2,2,522
3910,1975,Graduation,Divorced,83829.0,0,0,2013-08-10,78,897.0,161.0,430.0,186.0,161.0,27.0,0,4,7,6,1,1,0,1,1,0,0,3.0,11.0,1,17,1862.0,78,4450.0,6,2,4,5,245
5207,1963,PhD,Married,53378.0,1,1,,41,489.0,6.0,152.0,8.0,6.0,132.0,10,9,4,6,8,0,0,0,0,0,0,3.0,11.0,1,19,793.0,41,,6,3,4,4,344
11114,1970,Graduation,Together,19656.0,1,0,2013-08-02,94,25.0,4.0,9.0,6.0,8.0,32.0,3,2,1,3,7,0,0,0,0,0,0,3.0,11.0,0,6,84.0,94,4458.0,6,1,2,2,122
5429,1948,PhD,Married,45579.0,0,1,,10,145.0,1.0,33.0,2.0,1.0,1.0,1,4,1,4,6,0,0,0,0,0,0,3.0,11.0,0,9,183.0,10,,6,5,3,2,532
9400,1958,2n Cycle,Single,85485.0,0,0,,73,630.0,26.0,611.0,44.0,18.0,54.0,1,6,6,6,2,0,0,0,0,0,0,3.0,11.0,0,18,1383.0,73,,6,2,4,5,245
1740,1944,Graduation,Married,55956.0,0,0,2014-07-04,22,760.0,38.0,104.0,50.0,9.0,38.0,2,7,3,4,4,0,1,0,0,0,0,3.0,11.0,0,14,999.0,22,4122.0,6,4,3,4,434
7488,1963,Master,Single,64191.0,0,1,,30,420.0,15.0,186.0,151.0,38.0,15.0,3,5,3,13,3,0,0,0,0,0,0,3.0,11.0,0,21,825.0,30,,6,4,5,4,454
195,1972,Graduation,Single,38808.0,1,0,,21,125.0,17.0,52.0,3.0,19.0,30.0,4,5,1,4,8,1,0,0,0,0,0,3.0,11.0,1,10,246.0,21,,6,4,3,3,433
635,1966,Master,Married,57183.0,1,1,,51,464.0,5.0,64.0,7.0,0.0,70.0,8,9,1,7,8,0,0,0,0,0,0,3.0,11.0,0,17,610.0,51,,5,3,4,3,343
7527,1968,Master,Divorced,23748.0,1,0,,97,6.0,6.0,29.0,12.0,15.0,8.0,3,2,1,3,8,0,0,0,0,0,0,3.0,11.0,0,6,76.0,97,,6,1,2,2,122
10319,1971,Graduation,Married,66303.0,0,1,,56,1090.0,12.0,96.0,16.0,12.0,60.0,4,3,4,11,8,0,1,0,0,0,0,3.0,11.0,0,18,1286.0,56,,6,3,4,5,345
2296,1975,Master,Married,37368.0,1,0,,4,3.0,2.0,11.0,2.0,2.0,10.0,1,1,0,2,6,1,0,0,0,0,0,3.0,11.0,0,3,30.0,4,,6,5,1,1,511
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24.0,0.0,27.0,8.0,30.0,10.0,2,3,0,3,7,0,0,0,0,0,1,3.0,11.0,0,6,99.0,77,4671.0,5,2,2,2,222
2931,1978,Graduation,Divorced,71847.0,0,0,,95,737.0,21.0,106.0,55.0,63.0,210.0,0,6,7,9,3,0,0,0,1,0,0,3.0,11.0,0,22,1192.0,95,,6,1,5,5,155
907,1975,Graduation,Married,46149.0,0,1,,36,254.0,6.0,71.0,4.0,0.0,27.0,5,5,1,7,5,0,0,0,0,0,0,3.0,11.0,0,13,362.0,36,,5,4,3,3,433
3698,1983,Graduation,Together,78687.0,0,0,2012-09-08,13,817.0,185.0,687.0,145.0,55.0,241.0,1,4,6,8,2,0,0,1,0,0,0,3.0,11.0,1,18,2130.0,13,4786.0,6,5,4,5,545
9516,1971,2n Cycle,Divorced,49118.0,0,0,,90,620.0,54.0,239.0,99.0,98.0,119.0,2,9,7,10,7,0,1,0,0,1,0,3.0,11.0,1,26,1229.0,90,,6,1,5,5,155
679,1957,PhD,Married,37633.0,1,1,,49,13.0,4.0,20.0,0.0,0.0,1.0,2,1,0,3,9,0,0,0,0,0,0,3.0,11.0,0,4,38.0,49,,4,3,1,1,311
7384,1951,Master,Together,39767.0,0,0,,18,113.0,61.0,204.0,34.0,26.0,47.0,2,7,1,7,8,0,0,0,0,0,0,3.0,11.0,0,15,485.0,18,,6,5,4,3,543
5043,1951,Basic,Married,26997.0,0,0,2012-05-11,89,7.0,23.0,78.0,133.0,49.0,144.0,2,4,2,5,7,0,0,0,0,0,0,3.0,11.0,0,11,434.0,89,4906.0,6,1,3,3,133
5267,1970,Graduation,Divorced,33986.0,1,0,,43,16.0,2.0,18.0,2.0,1.0,5.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,44.0,43,,6,3,1,1,311
339,1972,PhD,Married,57091.0,0,1,,82,462.0,0.0,24.0,6.0,0.0,4.0,2,9,2,5,7,0,1,0,0,0,0,3.0,11.0,1,16,496.0,82,,4,1,4,3,143
2516,1969,2n Cycle,Married,46831.0,1,1,2013-08-06,84,22.0,2.0,10.0,6.0,4.0,34.0,2,1,2,2,4,0,0,0,0,0,0,3.0,11.0,0,5,78.0,84,4454.0,6,1,2,2,122
9010,1972,Master,Married,83151.0,0,0,2013-10-02,80,968.0,147.0,842.0,137.0,42.0,210.0,1,5,7,10,2,1,0,1,1,0,0,3.0,11.0,1,22,2346.0,80,4397.0,6,1,5,5,155
378,1971,Graduation,Married,52531.0,0,0,,68,283.0,112.0,151.0,51.0,72.0,125.0,2,7,2,10,6,0,0,0,0,0,0,3.0,11.0,0,19,794.0,68,,6,2,4,4,244
4808,1956,Graduation,Married,15759.0,0,0,2013-05-09,12,1.0,2.0,5.0,6.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,17.0,12,4543.0,5,5,1,1,511
5068,1971,Graduation,Single,22804.0,1,0,,75,14.0,1.0,7.0,2.0,1.0,1.0,1,2,0,2,9,0,0,0,0,0,0,3.0,11.0,0,4,26.0,75,,6,2,1,1,211
7628,1973,2n Cycle,Married,43050.0,1,0,,10,30.0,5.0,24.0,6.0,3.0,8.0,2,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,6,76.0,10,,6,5,2,2,522
7128,1977,PhD,Single,42997.0,1,1,2013-07-12,91,4.0,0.0,5.0,0.0,1.0,5.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,3,15.0,91,4479.0,4,1,1,1,111
2811,1963,PhD,Single,48918.0,1,1,2014-12-04,21,52.0,0.0,9.0,0.0,0.0,1.0,2,1,0,4,4,0,0,0,0,0,0,3.0,11.0,0,5,62.0,21,3969.0,3,4,2,2,422
3551,1954,Master,Together,60033.0,0,1,,28,62.0,1.0,57.0,19.0,11.0,48.0,2,2,1,5,2,0,0,0,0,0,0,3.0,11.0,0,8,198.0,28,,6,4,2,3,423
1663,1978,PhD,Together,34043.0,1,0,,97,20.0,2.0,14.0,3.0,0.0,10.0,1,2,0,2,9,0,0,0,0,0,0,3.0,11.0,0,4,49.0,97,,5,1,1,1,111
5543,1966,Graduation,Together,57811.0,0,1,,49,545.0,7.0,114.0,37.0,21.0,78.0,5,7,2,11,5,0,1,0,0,0,0,3.0,11.0,0,20,802.0,49,,6,3,5,4,354
1577,1946,Graduation,Married,78569.0,0,0,,14,558.0,79.0,622.0,207.0,175.0,95.0,1,4,6,4,1,0,0,1,0,0,0,3.0,11.0,1,14,1736.0,14,,6,5,3,5,535
10641,1978,Graduation,Single,7500.0,1,1,,5,6.0,5.0,4.0,13.0,4.0,25.0,4,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,6,57.0,5,,6,5,2,2,522
5336,1971,Master,Together,157733.0,1,0,2013-04-06,37,39.0,1.0,9.0,2.0,0.0,8.0,0,1,0,1,1,0,0,0,0,0,0,3.0,11.0,0,2,59.0,37,4576.0,5,4,1,2,412
6024,1953,Graduation,Together,94384.0,0,0,2013-04-03,62,1111.0,24.0,790.0,160.0,45.0,172.0,0,5,8,5,2,0,1,1,1,0,0,3.0,11.0,1,18,2302.0,62,4579.0,6,2,4,5,245
1878,1985,2n Cycle,Married,23148.0,0,0,,83,4.0,6.0,8.0,6.0,3.0,10.0,1,2,0,3,7,0,0,0,0,0,0,3.0,11.0,0,5,37.0,83,,6,1,2,1,121
3099,1970,Graduation,Divorced,44267.0,1,1,,48,183.0,5.0,65.0,3.0,5.0,49.0,5,5,2,4,9,0,0,0,0,0,0,3.0,11.0,0,11,310.0,48,,6,3,3,3,333
6055,1979,Graduation,Married,71626.0,0,0,2012-01-11,94,546.0,72.0,376.0,94.0,145.0,72.0,1,5,5,8,3,0,1,0,0,0,0,3.0,11.0,0,18,1305.0,94,5027.0,6,1,4,5,145
5841,1966,Graduation,Together,60894.0,0,1,,61,606.0,7.0,155.0,10.0,0.0,54.0,5,10,3,8,7,0,0,0,0,0,0,3.0,11.0,0,21,832.0,61,,5,2,5,4,254
3972,1976,Graduation,Together,50200.0,1,1,2013-03-04,70,266.0,6.0,51.0,8.0,6.0,64.0,6,7,1,5,8,0,0,0,0,0,0,3.0,11.0,0,13,401.0,70,4609.0,6,2,3,3,233
4394,1965,PhD,Married,81051.0,0,0,,43,1142.0,29.0,249.0,38.0,29.0,14.0,1,5,5,12,2,0,1,1,0,0,0,3.0,11.0,0,22,1501.0,43,,6,3,5,5,355
5758,1982,Graduation,Married,65169.0,0,0,,23,1074.0,0.0,69.0,0.0,0.0,46.0,1,10,4,13,6,1,0,1,1,1,0,3.0,11.0,1,27,1189.0,23,,3,4,5,5,455
6658,1972,Graduation,Together,59868.0,0,1,,37,771.0,51.0,154.0,54.0,10.0,154.0,7,11,2,12,6,0,0,0,0,0,0,3.0,11.0,0,25,1194.0,37,,6,4,5,5,455
4603,1960,PhD,Married,65695.0,0,1,,50,371.0,32.0,189.0,0.0,58.0,6.0,2,5,4,10,4,0,0,0,0,0,0,3.0,11.0,0,19,656.0,50,,5,3,4,4,344
8427,1956,Master,Single,64857.0,0,0,,78,556.0,14.0,717.0,210.0,0.0,43.0,1,7,5,10,4,0,0,0,0,0,0,3.0,11.0,0,22,1540.0,78,,5,2,5,5,255
10260,1965,Master,Together,45143.0,0,1,,74,202.0,5.0,74.0,11.0,5.0,14.0,3,6,1,5,7,0,0,0,0,0,0,3.0,11.0,0,12,311.0,74,,6,2,3,3,233
7143,1955,2n Cycle,Together,74805.0,0,1,2013-06-11,14,209.0,162.0,209.0,41.0,162.0,37.0,5,4,7,10,2,0,0,0,0,0,0,3.0,11.0,0,21,820.0,14,4510.0,6,5,5,4,554
8789,1989,2n Cycle,Married,59060.0,1,0,2014-11-01,77,35.0,40.0,111.0,36.0,40.0,12.0,3,3,1,7,4,0,0,0,0,0,0,3.0,11.0,0,11,274.0,77,4002.0,6,2,3,3,233
6197,1962,PhD,Single,27238.0,1,1,,39,37.0,0.0,17.0,0.0,0.0,3.0,3,3,0,3,9,0,0,0,0,0,0,3.0,11.0,0,6,57.0,39,,3,4,2,2,422
4554,1965,Graduation,Together,47009.0,0,1,2013-01-10,89,171.0,45.0,73.0,59.0,10.0,90.0,4,3,2,8,4,0,0,0,0,0,0,3.0,11.0,0,13,448.0,89,4662.0,6,1,3,3,133
4937,1973,2n Cycle,Married,46094.0,1,1,2014-10-06,62,12.0,2.0,20.0,3.0,2.0,5.0,1,1,0,3,7,0,0,0,0,0,0,3.0,11.0,0,4,44.0,62,4028.0,6,2,1,1,211
1920,1972,Graduation,Married,40321.0,1,1,,59,44.0,4.0,21.0,6.0,0.0,27.0,2,3,0,3,7,0,0,0,0,0,0,3.0,11.0,0,6,102.0,59,,5,2,2,2,222
8749,1984,Graduation,Together,37235.0,1,0,2014-01-02,68,20.0,2.0,9.0,4.0,6.0,20.0,1,1,1,2,4,0,0,0,0,0,0,3.0,11.0,0,4,61.0,68,4305.0,6,2,1,2,212
1650,1960,Master,Married,81843.0,0,0,,13,779.0,86.0,537.0,34.0,69.0,138.0,1,5,9,12,3,0,0,0,0,0,0,3.0,11.0,0,26,1643.0,13,,6,5,5,5,555
10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170.0,6.0,97.0,24.0,12.0,88.0,3,6,1,5,6,0,0,0,0,0,0,3.0,11.0,0,12,397.0,37,4515.0,6,4,3,3,433
9206,1968,Graduation,Together,77382.0,0,1,2014-07-01,36,491.0,48.0,231.0,112.0,105.0,134.0,2,5,7,12,1,0,0,1,0,0,0,3.0,11.0,0,24,1121.0,36,4125.0,6,4,5,4,454
10971,1977,Graduation,Single,37774.0,2,0,2012-03-09,28,173.0,8.0,107.0,7.0,2.0,176.0,4,7,2,3,9,1,0,0,0,0,1,3.0,11.0,1,12,473.0,28,4969.0,6,4,3,3,433
6398,1974,Basic,Married,18393.0,1,0,,2,7.0,10.0,13.0,16.0,0.0,4.0,2,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,6,50.0,2,,5,5,2,1,521
9212,1962,Master,Married,72828.0,0,1,,17,1205.0,0.0,235.0,19.0,14.0,205.0,6,6,3,13,7,0,0,0,0,0,0,3.0,11.0,0,22,1678.0,17,,5,5,5,5,555
7937,1982,Graduation,Married,24711.0,0,0,,86,10.0,7.0,25.0,6.0,3.0,7.0,1,3,0,3,7,0,0,0,0,0,0,3.0,11.0,0,6,58.0,86,,6,1,2,2,122
839,1975,PhD,Married,45503.0,1,0,,54,97.0,4.0,44.0,6.0,1.0,18.0,1,3,1,4,5,0,0,0,0,0,0,3.0,11.0,0,8,170.0,54,,6,3,2,2,322
4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67.0,11.0,26.0,4.0,3.0,262.0,0,1,0,1,17,0,0,0,0,0,0,3.0,11.0,0,2,373.0,2,4326.0,6,5,1,3,513
158,1945,PhD,Together,71604.0,0,0,,3,345.0,53.0,528.0,98.0,75.0,97.0,1,8,3,5,4,1,0,0,0,0,0,3.0,11.0,1,16,1196.0,3,,6,5,4,5,545
4832,1979,Graduation,Married,27244.0,1,0,2014-07-03,84,6.0,5.0,17.0,3.0,24.0,46.0,2,2,2,2,7,0,0,0,0,0,0,3.0,11.0,0,6,101.0,84,4123.0,6,1,2,2,122
5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73.0,57.0,100.0,71.0,15.0,0.0,5,6,1,5,9,0,0,0,0,0,0,3.0,11.0,1,12,316.0,8,4691.0,5,5,3,3,533
1945,1962,Graduation,Married,71434.0,0,1,,4,711.0,36.0,217.0,172.0,96.0,168.0,3,7,4,7,4,0,1,0,1,0,0,3.0,11.0,0,18,1400.0,4,,6,5,4,5,545
5147,1948,Graduation,Single,90842.0,0,0,,57,774.0,70.0,118.0,182.0,187.0,93.0,1,4,9,13,1,0,0,0,0,0,0,3.0,11.0,0,26,1424.0,57,,6,3,5,5,355
2535,1978,Master,Married,88097.0,1,0,,24,163.0,0.0,480.0,0.0,126.0,75.0,1,6,5,8,9,0,1,1,1,0,0,3.0,11.0,1,19,844.0,24,,4,4,4,4,444
11039,1975,Graduation,Married,51948.0,0,1,,51,82.0,33.0,54.0,71.0,30.0,41.0,2,5,2,4,5,0,0,0,0,0,0,3.0,11.0,0,11,311.0,51,,6,3,3,3,333
9495,1982,Graduation,Together,71853.0,0,0,2013-08-05,29,358.0,108.0,413.0,141.0,97.0,32.0,1,2,8,6,1,0,0,0,0,0,0,3.0,11.0,0,16,1149.0,29,4455.0,6,4,4,4,444
9635,1983,Master,Married,35876.0,0,0,,13,66.0,2.0,40.0,4.0,3.0,14.0,1,3,1,3,6,0,0,0,0,0,0,3.0,11.0,0,7,129.0,13,,6,5,2,2,522
2173,1952,Graduation,Widow,40049.0,0,1,,23,13.0,6.0,7.0,0.0,3.0,3.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,32.0,23,,5,4,1,1,411
942,1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139.0,13.0,78.0,20.0,13.0,36.0,3,7,1,3,9,0,0,0,0,0,0,3.0,11.0,1,11,299.0,36,4817.0,6,4,3,3,433
9386,1962,Graduation,Together,50127.0,0,1,,88,274.0,0.0,21.0,4.0,6.0,15.0,1,5,1,6,6,0,1,0,0,0,0,3.0,11.0,0,12,320.0,88,,5,1,3,3,133
5510,1977,Master,Married,43263.0,0,1,,2,262.0,6.0,61.0,0.0,10.0,102.0,3,5,2,6,5,0,0,0,0,0,0,3.0,11.0,0,13,441.0,2,,5,5,3,3,533
873,1949,Master,Married,62845.0,1,1,2012-01-10,3,1099.0,0.0,45.0,0.0,0.0,34.0,11,3,4,10,8,0,1,0,0,0,0,3.0,11.0,1,17,1178.0,3,5028.0,3,5,4,5,545
2253,1990,Graduation,Married,18929.0,0,0,,15,32.0,0.0,8.0,23.0,4.0,18.0,1,1,0,4,6,0,0,0,0,0,0,3.0,11.0,0,5,85.0,15,,5,5,2,2,522
5181,1982,Basic,Single,24367.0,1,0,,58,2.0,4.0,2.0,0.0,11.0,5.0,1,1,0,2,9,0,0,0,0,0,0,3.0,11.0,0,3,24.0,58,,5,3,1,1,311
979,1975,Graduation,Single,33249.0,1,0,,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,0,0,0,0,3.0,11.0,0,6,112.0,11,,6,5,2,2,522
10390,1959,2n Cycle,Married,26887.0,0,1,2013-10-02,27,6.0,7.0,4.0,3.0,4.0,6.0,1,1,0,3,6,0,0,0,0,0,0,3.0,11.0,0,4,30.0,27,4397.0,6,4,1,1,411
4698,1983,PhD,Married,50150.0,0,0,,32,135.0,46.0,92.0,65.0,61.0,11.0,2,5,2,7,5,0,0,0,0,0,0,3.0,11.0,0,14,410.0,32,,6,4,3,3,433
7793,1976,Graduation,Together,62061.0,0,1,,12,641.0,7.0,84.0,0.0,30.0,38.0,3,10,4,7,6,0,1,0,0,0,0,3.0,11.0,0,21,800.0,12,,5,5,5,4,554
1745,1962,PhD,Divorced,85696.0,0,0,2013-03-05,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,0,0,0,0,0,0,3.0,11.0,1,19,1313.0,88,4608.0,5,1,4,5,145
10590,1956,PhD,Together,76542.0,0,0,,91,794.0,73.0,573.0,0.0,29.0,14.0,1,4,8,10,2,0,0,0,0,0,0,3.0,11.0,0,22,1483.0,91,,5,1,5,5,155
5080,1993,Graduation,Single,70515.0,0,0,,12,420.0,0.0,452.0,182.0,64.0,140.0,1,6,6,4,2,0,0,0,0,0,0,3.0,11.0,1,16,1258.0,12,,5,5,4,5,545
8369,1987,Graduation,Together,18227.0,1,0,2012-08-11,21,1.0,2.0,7.0,4.0,3.0,11.0,1,0,1,2,8,0,0,0,0,0,0,3.0,11.0,0,3,28.0,21,4814.0,6,4,1,1,411
5232,1965,Graduation,Married,69139.0,0,1,,23,86.0,12.0,75.0,33.0,15.0,6.0,1,4,1,5,4,0,0,0,0,0,0,3.0,11.0,0,10,227.0,23,,6,4,3,3,433
2407,1982,Graduation,Married,69109.0,0,0,2012-09-11,10,823.0,25.0,459.0,124.0,29.0,95.0,1,6,6,7,4,0,0,1,0,0,0,3.0,11.0,1,19,1555.0,10,4783.0,6,5,4,5,545
3834,1962,Graduation,Single,69627.0,0,1,,35,231.0,161.0,215.0,171.0,30.0,53.0,2,8,2,11,5,0,0,0,0,0,0,3.0,11.0,0,21,861.0,35,,6,4,5,4,454
7912,1978,Graduation,Married,38136.0,1,0,,69,8.0,15.0,27.0,0.0,20.0,33.0,2,3,1,2,8,1,0,0,0,0,0,3.0,11.0,0,6,103.0,69,,5,2,2,2,222
7712,1946,PhD,Single,62159.0,0,0,,68,182.0,17.0,259.0,77.0,70.0,29.0,1,6,2,10,4,0,0,0,0,0,0,3.0,11.0,0,18,634.0,68,,6,2,4,3,243
1065,1963,Graduation,Single,80695.0,0,0,,85,557.0,129.0,984.0,193.0,37.0,18.0,1,5,8,5,2,0,0,0,0,0,0,3.0,11.0,0,18,1918.0,85,,6,1,4,5,145
7275,1971,Master,Single,33316.0,1,1,2013-04-10,34,79.0,1.0,31.0,4.0,4.0,12.0,3,2,1,4,6,0,0,0,0,0,0,3.0,11.0,0,7,131.0,34,4572.0,6,4,2,2,422
1343,1968,Graduation,Together,58554.0,1,1,,55,368.0,24.0,68.0,38.0,0.0,88.0,6,8,2,6,7,0,0,0,0,0,0,3.0,11.0,0,16,586.0,55,,5,3,4,3,343
1384,1992,Basic,Married,17256.0,1,0,,10,6.0,4.0,14.0,8.0,8.0,22.0,2,2,1,2,8,1,0,0,0,0,0,3.0,11.0,0,5,62.0,10,,6,5,2,2,522
9967,1974,Graduation,Divorced,53034.0,1,1,,30,160.0,15.0,196.0,15.0,11.0,50.0,8,6,1,7,8,0,0,0,0,0,0,3.0,11.0,0,14,447.0,30,,6,4,3,3,433
6181,1950,2n Cycle,Together,52203.0,0,0,,36,488.0,21.0,238.0,56.0,108.0,28.0,1,8,7,11,6,0,0,0,0,0,0,3.0,11.0,0,26,939.0,36,,6,4,5,4,454
10507,1977,2n Cycle,Divorced,59601.0,0,1,,14,691.0,7.0,69.0,0.0,7.0,23.0,4,2,2,7,8,0,1,0,0,0,0,3.0,11.0,0,11,797.0,14,,5,5,3,4,534
2674,1958,Master,Single,75154.0,0,1,2012-04-09,79,543.0,10.0,205.0,160.0,143.0,82.0,1,6,3,6,3,0,0,0,0,0,0,3.0,11.0,1,15,1143.0,79,4938.0,6,2,4,4,244
2698,1976,Graduation,Single,47025.0,0,1,2013-07-11,52,254.0,7.0,108.0,20.0,0.0,26.0,3,6,3,5,6,0,0,0,0,0,0,3.0,11.0,0,14,415.0,52,4480.0,5,3,3,3,333
3231,1973,Graduation,Married,37971.0,1,0,,97,5.0,4.0,10.0,2.0,2.0,7.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,30.0,97,,6,1,1,1,111
4096,1968,Master,Divorced,41335.0,1,0,,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,3.0,11.0,0,9,187.0,24,,6,4,3,2,432
10476,1958,Graduation,Married,67267.0,0,1,,0,134.0,11.0,59.0,15.0,2.0,30.0,1,3,2,5,2,0,0,0,0,0,0,3.0,11.0,0,10,251.0,0,,6,5,3,3,533
5948,1975,Graduation,Single,57338.0,0,1,,96,143.0,6.0,52.0,11.0,8.0,17.0,2,4,1,5,5,0,0,0,0,0,0,3.0,11.0,0,10,237.0,96,,6,1,3,3,133
9140,1960,2n Cycle,Together,50523.0,1,1,,89,51.0,4.0,24.0,4.0,7.0,1.0,2,2,0,4,6,0,0,0,0,0,0,3.0,11.0,0,6,91.0,89,,6,1,2,2,122
10258,1965,Master,Single,35791.0,2,1,2013-06-05,94,27.0,0.0,5.0,0.0,0.0,3.0,2,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,4,35.0,94,4516.0,3,1,1,1,111
5675,1960,PhD,Divorced,50611.0,0,1,2012-04-10,98,459.0,0.0,24.0,6.0,0.0,4.0,6,4,5,7,6,0,1,0,0,0,0,3.0,11.0,0,16,493.0,98,4937.0,4,1,4,3,143
