Identifiant,Année_naissance,Education,Situation_matrimoniale,Revenu,Enfant_charge,Ado_charge,Date_acquisition_client,Nombre_jours_depuis_dernier_achat,Montant_vin,Montant_fruits,Montant_viande,Montant_poisson,Montant_sucreries,Montant_luxe,Nb_achats_promo,Nb_achats_en_ligne,Achats_catalogue,Achats_magasin,Nb_visites_web_mois,Accepte_Campagne_3,Accepte_Campagne_4,Accepte_Campagne_5,Accepte_Campagne_1,Accepte_Campagne_2,Reclamation_client,Z_CostContact,Z_Revenue,Response,Depense_totale,Depense_plaisir,Part_plaisir,Taux_depense_sur_revenu,Total_achats,Part_achats_en_ligne,Part_achats_catalogue,Taux_visite_achat_web,Nb_enfants_total,Age,Score_engagement_marketing,Taux_acceptation_campagne
146,1960,PhD,Single,76045.0,0,0,1970-01-01,78,760.0,53.0,400.0,17.0,93.0,0.0,1,4,5,11,2,0,0,0,1,0,0,3.0,11.0,0,1323.0,853.0,0.6447467876039304,0.017397593530146624,20,0.2,0.25,2.0,0,54,1,0.2
6271,1952,PhD,Married,50870.0,0,1,1970-01-01,13,53.0,0.0,8.0,0.0,0.0,2.0,1,2,0,3,5,0,0,0,0,0,0,3.0,11.0,0,63.0,55.0,0.873015873015873,0.0012384509534106546,5,0.4,0.0,0.4,1,62,0,0.0
10065,1970,2n Cycle,Married,15315.0,0,0,2013-03-08,27,7.0,4.0,13.0,15.0,8.0,17.0,2,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,64.0,32.0,0.5,0.004178909565785178,6,0.3333333333333333,0.0,0.4,0,44,0,0.0
4741,1974,2n Cycle,Married,65463.0,1,0,1970-01-01,17,391.0,32.0,70.0,21.0,32.0,16.0,2,6,2,9,5,0,1,0,0,0,0,3.0,11.0,0,562.0,439.0,0.7811387900355872,0.008585002214991675,17,0.35294117647058826,0.11764705882352941,1.2,1,40,1,0.2
246,1965,Graduation,Married,66480.0,1,1,1970-01-01,71,199.0,9.0,57.0,20.0,21.0,6.0,7,4,1,7,4,0,0,0,0,0,0,3.0,11.0,0,312.0,226.0,0.7243589743589743,0.004693140794223827,12,0.3333333333333333,0.08333333333333333,1.0,2,49,0,0.0
375,1954,Graduation,Divorced,76773.0,0,0,1970-01-01,79,516.0,56.0,449.0,86.0,33.0,16.0,1,2,2,11,1,0,0,0,0,0,0,3.0,11.0,0,1156.0,565.0,0.48875432525951557,0.01505737694241465,15,0.13333333333333333,0.13333333333333333,2.0,0,60,0,0.0
1524,1983,2n Cycle,Single,81698.0,0,0,2013-01-03,1,709.0,45.0,115.0,30.0,160.0,45.0,1,8,2,5,5,0,0,0,1,0,0,3.0,11.0,1,1104.0,914.0,0.8278985507246377,0.013513182697250851,15,0.5333333333333333,0.13333333333333333,1.6,0,31,1,0.2
10022,1973,PhD,Single,54466.0,1,1,2014-09-02,78,12.0,0.0,4.0,0.0,0.0,0.0,1,1,0,2,5,0,0,0,0,0,0,3.0,11.0,0,16.0,12.0,0.75,0.0002937612455476811,3,0.3333333333333333,0.0,0.2,2,41,0,0.0
7451,1960,Master,Single,98777.0,0,0,1970-01-01,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,3.0,11.0,0,2008.0,1153.0,0.5742031872509961,0.020328619010498396,19,0.21052631578947367,0.3157894736842105,4.0,0,54,1,0.2
11010,1984,PhD,Single,16269.0,1,0,1970-01-01,75,19.0,3.0,18.0,3.0,1.0,0.0,3,3,0,3,8,0,0,0,0,0,0,3.0,11.0,0,44.0,20.0,0.45454545454545453,0.002704530087897228,6,0.5,0.0,0.375,1,30,0,0.0
4356,1971,Graduation,Together,71819.0,0,1,1970-01-01,70,1224.0,28.0,140.0,0.0,14.0,168.0,3,3,3,5,6,0,1,1,0,0,0,3.0,11.0,0,1574.0,1406.0,0.8932655654383735,0.021916206017906125,11,0.2727272727272727,0.2727272727272727,0.5,1,43,2,0.4
3885,1983,PhD,Married,33569.0,1,0,1970-01-01,10,16.0,2.0,18.0,3.0,0.0,24.0,1,1,1,2,8,1,0,0,0,0,0,3.0,11.0,1,63.0,40.0,0.6349206349206349,0.001876731508236766,4,0.25,0.25,0.125,1,31,1,0.2
1175,1983,Master,Married,36262.0,0,0,1970-01-01,24,88.0,39.0,54.0,64.0,28.0,153.0,1,3,5,3,6,1,0,0,0,0,0,3.0,11.0,1,426.0,269.0,0.6314553990610329,0.011747835199382273,11,0.2727272727272727,0.45454545454545453,0.5,0,31,1,0.2
880,1966,Basic,Together,22634.0,0,0,1970-01-01,47,2.0,23.0,11.0,8.0,6.0,46.0,1,2,1,2,8,0,0,0,0,0,0,3.0,11.0,0,96.0,54.0,0.5625,0.004241406733233189,5,0.4,0.2,0.25,0,48,0,0.0
2320,1978,2n Cycle,Married,47025.0,0,1,2013-12-09,98,508.0,11.0,59.0,23.0,5.0,29.0,5,11,1,6,9,0,0,0,0,0,0,3.0,11.0,0,635.0,542.0,0.8535433070866142,0.013503455608718767,18,0.6111111111111112,0.05555555555555555,1.2222222222222223,1,36,0,0.0
850,1968,Graduation,Single,70566.0,0,1,2013-06-10,4,381.0,28.0,215.0,84.0,28.0,21.0,2,6,5,9,3,0,0,0,0,0,0,3.0,11.0,0,757.0,430.0,0.5680317040951123,0.010727545843607402,20,0.3,0.25,2.0,1,46,0,0.0
4713,1979,PhD,Married,31605.0,1,0,1970-01-01,15,74.0,0.0,42.0,2.0,1.0,6.0,2,2,1,4,7,0,0,0,0,0,0,3.0,11.0,0,125.0,81.0,0.648,0.003955070400253125,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,1,35,0,0.0
675,1973,Master,Divorced,52034.0,1,1,1970-01-01,67,146.0,0.0,93.0,7.0,13.0,73.0,5,4,2,5,7,0,0,0,0,0,0,3.0,11.0,0,332.0,232.0,0.6987951807228916,0.006380443556136373,11,0.36363636363636365,0.18181818181818182,0.5714285714285714,2,41,0,0.0
5025,1979,Graduation,Single,48526.0,1,0,1970-01-01,32,23.0,17.0,23.0,43.0,20.0,9.0,1,2,1,4,3,0,0,0,0,0,0,3.0,11.0,0,135.0,52.0,0.3851851851851852,0.0027820137658162635,7,0.2857142857142857,0.14285714285714285,0.6666666666666666,1,35,0,0.0
2308,1954,Graduation,Married,46734.0,0,1,1970-01-01,40,110.0,5.0,137.0,26.0,23.0,29.0,2,6,1,5,7,0,0,0,0,0,0,3.0,11.0,0,330.0,162.0,0.4909090909090909,0.007061240210553345,12,0.5,0.08333333333333333,0.8571428571428571,1,60,0,0.0
5995,1962,Graduation,Divorced,39552.0,1,1,1970-01-01,54,165.0,3.0,147.0,4.0,24.0,41.0,7,6,2,5,8,0,0,0,0,0,0,3.0,11.0,1,384.0,230.0,0.5989583333333334,0.009708737864077669,13,0.46153846153846156,0.15384615384615385,0.75,2,52,0,0.0
6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957.0,47.0,494.0,82.0,47.0,95.0,4,5,3,6,8,0,0,0,0,0,0,3.0,11.0,0,1722.0,1099.0,0.6382113821138211,0.01994024873202251,14,0.35714285714285715,0.21428571428571427,0.625,2,48,0,0.0
1010,1977,Graduation,Together,46931.0,2,1,1970-01-01,94,41.0,0.0,17.0,3.0,1.0,16.0,2,1,1,3,3,0,0,0,0,0,0,3.0,11.0,0,78.0,58.0,0.7435897435897436,0.00166201444674096,5,0.2,0.2,0.3333333333333333,3,37,0,0.0
8977,1985,Basic,Single,16581.0,0,0,2013-12-01,51,1.0,3.0,4.0,2.0,3.0,11.0,1,0,0,3,4,0,0,0,0,0,0,3.0,11.0,0,24.0,15.0,0.625,0.0014474398407816175,3,0.0,0.0,0.0,0,29,0,0.0
4756,1952,2n Cycle,Divorced,63998.0,0,0,1970-01-01,42,176.0,29.0,818.0,0.0,33.0,112.0,1,7,6,11,4,0,0,0,0,0,0,3.0,11.0,1,1168.0,321.0,0.2748287671232877,0.018250570330322822,24,0.2916666666666667,0.25,1.75,0,62,0,0.0
3412,1951,Master,Married,67381.0,0,1,1970-01-01,67,815.0,8.0,53.0,11.0,0.0,70.0,4,2,2,9,7,0,1,0,0,0,0,3.0,11.0,0,957.0,885.0,0.9247648902821317,0.014202816817797302,13,0.15384615384615385,0.15384615384615385,0.2857142857142857,1,63,1,0.2
606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6.0,1.0,2.0,2.0,0.0,4.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,15.0,10.0,0.6666666666666666,0.0005784805244890089,3,0.3333333333333333,0.0,0.14285714285714285,2,47,0,0.0
5961,1978,Graduation,Married,42693.0,1,0,2014-07-06,29,8.0,4.0,20.0,6.0,3.0,16.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,57.0,27.0,0.47368421052631576,0.0013351134846461949,4,0.25,0.0,0.2,1,36,0,0.0
2975,1976,Graduation,Together,85606.0,0,1,2012-12-11,89,717.0,42.0,864.0,219.0,30.0,84.0,2,6,7,9,3,0,0,0,1,0,0,3.0,11.0,0,1956.0,831.0,0.42484662576687116,0.022848865733710255,22,0.2727272727272727,0.3181818181818182,2.0,1,38,1,0.2
2894,1985,Graduation,Single,72903.0,0,0,1970-01-01,74,1067.0,138.0,750.0,0.0,19.0,39.0,1,7,5,8,4,0,1,1,1,0,0,3.0,11.0,1,2013.0,1125.0,0.5588673621460507,0.02761203242664911,20,0.35,0.25,1.75,0,29,3,0.6
7613,1974,2n Cycle,Together,49669.0,1,0,1970-01-01,97,166.0,5.0,107.0,11.0,8.0,29.0,2,5,1,6,6,0,0,0,0,0,0,3.0,11.0,0,326.0,203.0,0.6226993865030674,0.0065634500392599,12,0.4166666666666667,0.08333333333333333,0.8333333333333334,1,40,0,0.0
10542,1968,PhD,Married,36778.0,1,1,2012-05-08,63,29.0,4.0,34.0,2.0,4.0,4.0,3,3,0,3,9,0,0,0,0,0,0,3.0,11.0,0,77.0,37.0,0.4805194805194805,0.002093642938713361,6,0.5,0.0,0.3333333333333333,2,46,0,0.0
8015,1962,PhD,Divorced,85696.0,0,0,2013-03-05,88,714.0,76.0,395.0,116.0,0.0,12.0,1,4,6,9,1,0,0,0,0,0,0,3.0,11.0,1,1313.0,726.0,0.5529322162985529,0.015321601941747573,19,0.21052631578947367,0.3157894736842105,4.0,0,52,0,0.0
10617,1989,Master,Divorced,10979.0,0,0,1970-01-01,34,8.0,4.0,10.0,2.0,2.0,4.0,2,3,0,3,5,0,0,0,0,0,0,3.0,11.0,0,30.0,14.0,0.4666666666666667,0.0027324892977502505,6,0.5,0.0,0.6,0,25,0,0.0
11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,81,229.0,5.0,56.0,3.0,2.0,20.0,2,6,2,4,7,0,0,0,0,0,0,3.0,11.0,0,315.0,251.0,0.7968253968253968,0.0063408349772535125,12,0.5,0.16666666666666666,0.8571428571428571,1,53,0,0.0
849,1953,Master,Together,56129.0,0,1,1970-01-01,65,320.0,48.0,133.0,39.0,72.0,48.0,4,6,2,10,4,0,0,0,0,0,0,3.0,11.0,0,660.0,440.0,0.6666666666666666,0.01175862744748704,18,0.3333333333333333,0.1111111111111111,1.5,1,61,0,0.0
523,1989,Graduation,Married,37155.0,1,0,1970-01-01,51,23.0,0.0,26.0,7.0,15.0,3.0,1,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,74.0,41.0,0.5540540540540541,0.0019916565738124074,6,0.3333333333333333,0.0,0.4,1,25,0,0.0
4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-11-05,76,1.0,5.0,8.0,4.0,8.0,20.0,2,2,1,2,6,0,0,0,0,0,0,3.0,11.0,0,46.0,29.0,0.6304347826086957,0.0021614509914481723,5,0.4,0.2,0.3333333333333333,1,36,0,0.0
8414,1962,PhD,Single,33419.0,0,1,1970-01-01,76,56.0,0.0,12.0,0.0,0.0,18.0,2,2,0,4,7,0,0,0,0,0,0,3.0,11.0,0,86.0,74.0,0.8604651162790697,0.002573386396959813,6,0.3333333333333333,0.0,0.2857142857142857,1,52,0,0.0
819,1945,Graduation,Widow,63285.0,0,0,2013-05-11,84,508.0,124.0,249.0,50.0,38.0,134.0,1,6,5,13,3,0,0,0,0,0,0,3.0,11.0,0,1103.0,680.0,0.6165004533091568,0.017429090621790315,24,0.25,0.20833333333333334,2.0,0,69,0,0.0
4961,1974,Master,Together,21255.0,1,0,1970-01-01,56,29.0,0.0,25.0,2.0,2.0,3.0,4,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,61.0,34.0,0.5573770491803278,0.002869912961656081,7,0.2857142857142857,0.14285714285714285,0.5,1,40,0,0.0
749,1981,Graduation,Together,42162.0,1,0,1970-01-01,31,46.0,7.0,59.0,2.0,4.0,27.0,2,3,1,3,6,1,0,0,0,0,0,3.0,11.0,1,145.0,77.0,0.5310344827586206,0.003439115791470993,7,0.42857142857142855,0.14285714285714285,0.5,1,33,1,0.2
5430,1956,Graduation,Together,54450.0,1,1,1970-01-01,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,0,0,0,0,0,3.0,11.0,0,684.0,505.0,0.7383040935672515,0.01256198347107438,19,0.47368421052631576,0.10526315789473684,1.125,2,58,0,0.0
7755,1954,PhD,Married,57744.0,0,1,2013-12-11,91,350.0,3.0,39.0,0.0,0.0,19.0,2,9,1,4,8,0,0,0,0,0,0,3.0,11.0,0,411.0,369.0,0.8978102189781022,0.007117622610141313,14,0.6428571428571429,0.07142857142857142,1.125,1,60,0,0.0
10525,1986,Graduation,Single,26576.0,1,0,1970-01-01,40,10.0,0.0,8.0,0.0,0.0,9.0,1,1,0,2,9,1,0,0,0,0,0,3.0,11.0,1,27.0,19.0,0.7037037037037037,0.0010159542444310656,3,0.3333333333333333,0.0,0.1111111111111111,1,28,1,0.2
1453,1943,PhD,Widow,57513.0,0,0,2013-06-07,59,735.0,40.0,183.0,52.0,20.0,30.0,2,9,3,13,6,0,0,0,0,0,0,3.0,11.0,0,1060.0,785.0,0.7405660377358491,0.018430615686888183,25,0.36,0.12,1.5,0,71,0,0.0
8310,1964,Graduation,Together,68142.0,0,1,1970-01-01,96,897.0,126.0,196.0,91.0,112.0,37.0,3,10,4,7,6,0,0,0,0,0,0,3.0,11.0,0,1459.0,1046.0,0.7169294037011652,0.021411170790408267,21,0.47619047619047616,0.19047619047619047,1.6666666666666667,1,50,0,0.0
10710,1979,Graduation,Married,7500.0,0,1,1970-01-01,61,5.0,2.0,3.0,3.0,0.0,5.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,18.0,10.0,0.5555555555555556,0.0024,3,0.3333333333333333,0.0,0.125,1,35,0,0.0
5031,1974,Graduation,Together,83145.0,0,0,1970-01-01,14,777.0,35.0,731.0,39.0,137.0,114.0,1,5,9,11,2,0,0,1,0,0,0,3.0,11.0,1,1833.0,1028.0,0.5608292416803055,0.022045823561248422,25,0.2,0.36,2.5,0,40,1,0.2
2613,1960,Master,Married,54197.0,0,1,2014-03-04,16,162.0,6.0,37.0,6.0,13.0,13.0,2,1,3,6,1,0,0,0,0,0,0,3.0,11.0,0,237.0,188.0,0.7932489451476793,0.004372935771352658,10,0.1,0.3,1.0,1,54,0,0.0
213,1963,PhD,Single,23091.0,1,1,1970-01-01,98,35.0,0.0,11.0,0.0,0.0,2.0,4,2,1,3,7,0,0,0,0,0,0,3.0,11.0,0,48.0,37.0,0.7708333333333334,0.0020787319734961673,6,0.3333333333333333,0.16666666666666666,0.2857142857142857,2,51,0,0.0
967,1976,Graduation,Married,46049.0,1,1,1970-01-01,11,342.0,9.0,112.0,19.0,14.0,19.0,10,5,2,9,7,0,0,0,0,0,0,3.0,11.0,1,515.0,375.0,0.7281553398058253,0.011183739060565918,16,0.3125,0.125,0.7142857142857143,2,38,0,0.0
1077,1974,Graduation,Together,56715.0,0,0,2012-05-12,52,258.0,105.0,239.0,237.0,172.0,9.0,1,7,3,4,4,0,0,0,0,0,0,3.0,11.0,0,1020.0,439.0,0.4303921568627451,0.01798466014281936,14,0.5,0.21428571428571427,1.75,0,40,0,0.0
7959,1961,Graduation,Married,79410.0,0,0,1970-01-01,19,658.0,80.0,483.0,123.0,13.0,13.0,1,3,2,5,1,0,0,0,0,0,0,3.0,11.0,0,1370.0,684.0,0.4992700729927007,0.017252235234857072,10,0.3,0.2,3.0,0,53,0,0.0
640,1951,Graduation,Married,57304.0,0,1,2013-11-03,61,356.0,80.0,329.0,138.0,17.0,106.0,2,7,6,10,5,0,0,0,0,0,0,3.0,11.0,0,1026.0,479.0,0.4668615984405458,0.01790450928381963,23,0.30434782608695654,0.2608695652173913,1.4,1,63,0,0.0
4252,1965,Graduation,Married,44375.0,0,1,1970-01-01,73,213.0,5.0,28.0,7.0,7.0,41.0,1,4,1,6,5,0,0,0,0,0,0,3.0,11.0,0,301.0,261.0,0.867109634551495,0.006783098591549296,11,0.36363636363636365,0.09090909090909091,0.8,1,49,0,0.0
8432,1956,Graduation,Together,54450.0,1,1,1970-01-01,0,454.0,0.0,171.0,8.0,19.0,32.0,12,9,2,8,8,0,0,0,0,0,0,3.0,11.0,0,684.0,505.0,0.7383040935672515,0.01256198347107438,19,0.47368421052631576,0.10526315789473684,1.125,2,58,0,0.0
6218,1965,Graduation,Married,59594.0,0,1,1970-01-01,74,457.0,4.0,29.0,0.0,0.0,9.0,1,8,1,7,7,0,1,0,0,0,0,3.0,11.0,0,499.0,466.0,0.9338677354709419,0.008373326173775883,16,0.5,0.0625,1.1428571428571428,1,49,1,0.2
6905,1994,Graduation,Together,80685.0,0,0,1970-01-01,55,241.0,45.0,604.0,34.0,26.0,54.0,1,6,4,10,2,0,0,0,0,0,0,3.0,11.0,0,1004.0,321.0,0.3197211155378486,0.01244345293425048,20,0.3,0.2,3.0,0,20,0,0.0
5922,1974,PhD,Married,40344.0,0,1,1970-01-01,48,210.0,0.0,6.0,0.0,0.0,2.0,2,4,1,5,7,0,0,0,0,0,0,3.0,11.0,0,218.0,212.0,0.9724770642201835,0.0054035296450525485,10,0.4,0.1,0.5714285714285714,1,40,0,0.0
3598,1972,Graduation,Married,62710.0,0,1,1970-01-01,53,441.0,35.0,83.0,7.0,29.0,11.0,4,4,2,12,4,0,0,0,0,0,0,3.0,11.0,0,606.0,481.0,0.7937293729372937,0.009663530537394355,18,0.2222222222222222,0.1111111111111111,1.0,1,42,0,0.0
6116,1968,2n Cycle,Married,48985.0,0,1,2013-05-07,13,19.0,13.0,18.0,10.0,7.0,8.0,1,1,1,3,3,0,0,0,0,0,0,3.0,11.0,0,75.0,34.0,0.4533333333333333,0.0015310809431458609,5,0.2,0.2,0.3333333333333333,1,46,0,0.0
6263,1968,Graduation,Together,35322.0,1,2,1970-01-01,34,28.0,9.0,37.0,12.0,7.0,13.0,3,2,0,4,8,0,0,0,0,0,0,3.0,11.0,0,106.0,48.0,0.4528301886792453,0.003000962572900742,6,0.3333333333333333,0.0,0.25,3,46,0,0.0
10486,1948,Graduation,Married,77142.0,0,0,1970-01-01,54,476.0,75.0,162.0,29.0,151.0,97.0,1,4,4,8,2,0,0,0,0,0,0,3.0,11.0,0,990.0,724.0,0.7313131313131314,0.012833475927510305,16,0.25,0.25,2.0,0,66,0,0.0
2410,1969,Graduation,Single,81657.0,0,0,1970-01-01,69,364.0,40.0,425.0,158.0,60.0,50.0,1,3,4,8,1,0,0,0,0,0,0,3.0,11.0,0,1097.0,474.0,0.43208751139471285,0.013434243236954578,15,0.2,0.26666666666666666,3.0,0,45,0,0.0
193,1996,Basic,Married,14421.0,0,0,1970-01-01,81,0.0,0.0,2.0,3.0,3.0,8.0,1,1,0,2,5,1,0,0,0,0,0,3.0,11.0,0,16.0,11.0,0.6875,0.0011094931003397823,3,0.3333333333333333,0.0,0.2,0,18,1,0.2
3363,1974,2n Cycle,Married,20130.0,0,0,1970-01-01,99,0.0,6.0,3.0,7.0,6.0,12.0,1,1,0,3,8,0,0,0,0,0,0,3.0,11.0,0,34.0,18.0,0.5294117647058824,0.0016890213611525087,4,0.25,0.0,0.125,0,40,0,0.0
8278,1990,PhD,Married,74214.0,0,0,1970-01-01,3,863.0,83.0,547.0,86.0,99.0,33.0,1,8,2,5,5,0,0,0,0,0,0,3.0,11.0,0,1711.0,995.0,0.581531268264173,0.023054949200959386,15,0.5333333333333333,0.13333333333333333,1.6,0,24,0,0.0
10660,1957,Master,Married,66726.0,1,1,2014-12-01,61,349.0,7.0,35.0,0.0,0.0,47.0,3,8,2,4,7,0,1,0,0,0,0,3.0,11.0,0,438.0,396.0,0.9041095890410958,0.006564157899469472,14,0.5714285714285714,0.14285714285714285,1.1428571428571428,2,57,1,0.2
8686,1979,Basic,Together,23724.0,1,0,2013-08-01,65,5.0,23.0,15.0,0.0,18.0,14.0,2,2,0,3,8,0,0,0,0,0,0,3.0,11.0,0,75.0,37.0,0.49333333333333335,0.003161355589276682,5,0.4,0.0,0.25,1,35,0,0.0
1604,1960,Master,Married,47353.0,0,1,1970-01-01,93,184.0,2.0,19.0,8.0,8.0,4.0,3,2,2,6,5,0,0,0,0,0,0,3.0,11.0,0,225.0,196.0,0.8711111111111111,0.004751546892488332,10,0.2,0.2,0.4,1,54,0,0.0
5907,1952,Master,Married,33444.0,1,1,2012-03-11,24,8.0,0.0,8.0,0.0,0.0,2.0,1,1,0,2,8,0,0,0,0,0,0,3.0,11.0,0,18.0,10.0,0.5555555555555556,0.0005382131324004305,3,0.3333333333333333,0.0,0.125,2,62,0,0.0
10669,1981,Graduation,Married,54386.0,0,1,1970-01-01,8,277.0,21.0,64.0,62.0,21.0,25.0,2,3,2,10,3,0,0,0,0,0,0,3.0,11.0,0,470.0,323.0,0.6872340425531915,0.008641929908432317,15,0.2,0.13333333333333333,1.0,1,33,0,0.0
2918,1981,Graduation,Divorced,28510.0,1,1,1970-01-01,72,44.0,5.0,19.0,0.0,4.0,19.0,3,2,0,4,5,0,0,0,0,0,0,3.0,11.0,0,91.0,67.0,0.7362637362637363,0.0031918625043844263,6,0.3333333333333333,0.0,0.4,2,33,0,0.0
5735,1991,Master,Single,90638.0,0,0,1970-01-01,29,1156.0,120.0,915.0,94.0,144.0,96.0,1,3,4,10,1,0,0,1,0,0,0,3.0,11.0,0,2525.0,1396.0,0.5528712871287129,0.027858072773009113,17,0.17647058823529413,0.23529411764705882,3.0,0,23,1,0.2
359,1950,Graduation,Together,48070.0,0,1,1970-01-01,33,373.0,14.0,83.0,6.0,9.0,19.0,3,8,2,6,7,0,0,0,0,0,1,3.0,11.0,0,504.0,401.0,0.7956349206349206,0.010484709798210942,16,0.5,0.125,1.1428571428571428,1,64,0,0.0
8387,1957,Graduation,Married,43140.0,0,1,2013-05-01,68,134.0,8.0,76.0,6.0,0.0,11.0,1,4,1,5,6,0,0,0,0,0,0,3.0,11.0,0,235.0,145.0,0.6170212765957447,0.005447380621233194,10,0.4,0.1,0.6666666666666666,1,57,0,0.0
1829,1961,PhD,Divorced,54959.0,0,1,1970-01-01,55,1148.0,0.0,60.0,0.0,0.0,24.0,3,9,5,4,7,0,1,0,0,0,0,3.0,11.0,1,1232.0,1172.0,0.9512987012987013,0.022416710638839862,18,0.5,0.2777777777777778,1.2857142857142858,1,53,1,0.2
3839,1958,Basic,Single,15056.0,1,1,2013-03-05,76,6.0,12.0,3.0,21.0,6.0,40.0,5,2,2,3,5,0,0,0,0,0,0,3.0,11.0,0,88.0,52.0,0.5909090909090909,0.005844845908607864,7,0.2857142857142857,0.2857142857142857,0.4,2,56,0,0.0
9392,1971,Graduation,Single,26954.0,1,0,2014-08-05,17,4.0,1.0,11.0,0.0,0.0,1.0,1,1,0,2,7,0,0,0,0,0,0,3.0,11.0,0,17.0,5.0,0.29411764705882354,0.0006307041626474734,3,0.3333333333333333,0.0,0.14285714285714285,1,43,0,0.0
2292,1985,Graduation,Single,22327.0,1,0,2013-02-08,94,5.0,4.0,8.0,2.0,0.0,5.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,24.0,10.0,0.4166666666666667,0.0010749316970484167,4,0.25,0.0,0.2,1,29,0,0.0
10466,1965,Graduation,Married,44393.0,1,1,1970-01-01,86,24.0,2.0,20.0,2.0,2.0,10.0,2,1,0,4,4,0,0,0,0,0,0,3.0,11.0,0,60.0,36.0,0.6,0.0013515644358344785,5,0.2,0.0,0.25,2,49,0,0.0
9855,1952,PhD,Single,62000.0,0,1,1970-01-01,25,899.0,0.0,101.0,0.0,0.0,20.0,1,6,6,13,4,0,0,0,1,0,0,3.0,11.0,0,1020.0,919.0,0.9009803921568628,0.016451612903225808,25,0.24,0.24,1.5,1,62,1,0.2
4088,1962,PhD,Together,31497.0,0,1,2012-06-12,22,108.0,1.0,28.0,13.0,1.0,4.0,2,3,1,4,8,0,0,0,0,0,0,3.0,11.0,0,155.0,113.0,0.7290322580645161,0.004921103597167984,8,0.375,0.125,0.375,1,52,0,0.0
5231,1974,2n Cycle,Married,45894.0,0,2,1970-01-01,15,27.0,2.0,7.0,0.0,2.0,13.0,1,1,0,3,5,0,0,0,0,0,0,3.0,11.0,0,51.0,42.0,0.8235294117647058,0.0011112563733821415,4,0.25,0.0,0.2,2,40,0,0.0
590,1970,Master,Divorced,78579.0,0,0,1970-01-01,35,816.0,66.0,549.0,216.0,66.0,99.0,1,5,6,4,3,0,0,0,0,0,0,3.0,11.0,1,1812.0,981.0,0.5413907284768212,0.023059596075287292,15,0.3333333333333333,0.4,1.6666666666666667,0,44,0,0.0
8732,1969,Master,Widow,67369.0,0,1,1970-01-01,81,1298.0,0.0,70.0,37.0,14.0,42.0,4,7,4,10,4,0,1,1,0,0,0,3.0,11.0,1,1461.0,1354.0,0.9267624914442163,0.02168653238136235,21,0.3333333333333333,0.19047619047619047,1.75,1,45,2,0.4
2315,1960,Graduation,Divorced,58401.0,0,1,1970-01-01,55,10.0,0.0,11.0,17.0,29.0,29.0,1,1,2,2,4,0,0,0,0,0,0,3.0,11.0,0,96.0,68.0,0.7083333333333334,0.0016438074690501875,5,0.2,0.4,0.25,1,54,0,0.0
3515,1952,Graduation,Single,62307.0,0,1,1970-01-01,94,87.0,13.0,34.0,10.0,6.0,10.0,1,4,0,4,5,0,0,0,0,0,0,3.0,11.0,0,160.0,103.0,0.64375,0.002567929767120869,8,0.5,0.0,0.8,1,62,0,0.0
2245,1969,Master,Married,43641.0,1,1,1970-01-01,50,57.0,2.0,51.0,4.0,2.0,23.0,3,2,1,4,6,0,0,0,0,0,0,3.0,11.0,0,139.0,82.0,0.5899280575539568,0.0031850782521023807,7,0.2857142857142857,0.14285714285714285,0.3333333333333333,2,45,0,0.0
6283,1968,Master,Divorced,63841.0,0,1,1970-01-01,64,635.0,15.0,100.0,20.0,7.0,131.0,1,9,3,9,6,0,0,0,0,0,0,3.0,11.0,0,908.0,773.0,0.8513215859030837,0.014222834855343744,21,0.42857142857142855,0.14285714285714285,1.5,1,46,0,0.0
2246,1965,2n Cycle,Married,46891.0,0,1,2013-01-09,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,0,0,0,0,0,3.0,11.0,0,183.0,119.0,0.6502732240437158,0.0039026678893604315,7,0.2857142857142857,0.14285714285714285,0.5,1,49,0,0.0
6606,1969,Master,Married,70091.0,1,0,1970-01-01,11,964.0,34.0,137.0,15.0,0.0,11.0,2,5,2,10,8,0,1,0,0,0,0,3.0,11.0,0,1161.0,975.0,0.8397932816537468,0.016564180850608495,17,0.29411764705882354,0.11764705882352941,0.625,1,45,1,0.2
5545,1972,PhD,Married,78075.0,0,0,2014-05-04,72,572.0,8.0,259.0,34.0,35.0,80.0,1,3,5,5,1,0,0,0,0,0,0,3.0,11.0,0,988.0,687.0,0.6953441295546559,0.01265449887928274,13,0.23076923076923078,0.38461538461538464,3.0,0,42,0,0.0
